DATE,EUR_3M,EUR_6M,EUR_2Y,EUR_10Y
#########,-0.006,-0.012,-0.037,0.676
#########,-0.006,-0.011,-0.046,0.623
#########,-0.006,-0.002,-0.056,0.622
#########,-0.009,-0.009,-0.064,0.595
#########,-0.009,-0.011,-0.074,0.591
#########,-0.018,-0.02,-0.079,0.616
#########,-0.03,-0.023,-0.086,0.592
#########,-0.051,-0.036,-0.097,0.6
#########,-0.052,-0.04,-0.095,0.591
#########,-0.056,-0.038,-0.099,0.587
#########,-0.056,-0.038,-0.099,0.587
#########,-0.056,-0.038,-0.099,0.587
#########,-0.057,-0.041,-0.102,0.543
#########,-0.064,-0.049,-0.109,0.539
#########,-0.053,-0.049,-0.11,0.538
1/1/15,-0.053,-0.049,-0.11,0.538
1/2/15,-0.062,-0.054,-0.114,0.497
1/5/15,-0.054,-0.054,-0.103,0.517
1/6/15,-0.057,-0.058,-0.108,0.445
1/7/15,-0.084,-0.088,-0.111,0.483
1/8/15,-0.099,-0.098,-0.106,0.509
1/9/15,-0.1,-0.105,-0.122,0.491
1/12/15,-0.106,-0.104,-0.117,0.478
1/13/15,-0.114,-0.107,-0.124,0.476
1/14/15,-0.124,-0.118,-0.122,0.423
1/15/15,-0.139,-0.134,-0.148,0.473
1/16/15,-0.148,-0.143,-0.165,0.452
1/19/15,-0.159,-0.155,-0.171,0.439
1/20/15,-0.15,-0.15,-0.159,0.448
1/21/15,-0.15,-0.147,-0.168,0.523
1/22/15,-0.153,-0.156,-0.173,0.446
1/23/15,-0.131,-0.13,-0.169,0.361
1/26/15,-0.111,-0.111,-0.151,0.394
1/27/15,-0.102,-0.101,-0.158,0.381
1/28/15,-0.094,-0.096,-0.171,0.352
1/29/15,-0.103,-0.103,-0.18,0.358
1/30/15,-0.104,-0.106,-0.187,0.302
2/2/15,-0.103,-0.1,-0.185,0.312
2/3/15,-0.104,-0.1,-0.196,0.344
2/4/15,-0.103,-0.112,-0.193,0.365
2/5/15,-0.107,-0.116,-0.197,0.365
2/6/15,-0.112,-0.114,-0.209,0.374
2/9/15,-0.109,-0.109,-0.205,0.354
2/10/15,-0.111,-0.115,-0.219,0.369
2/11/15,-0.112,-0.113,-0.222,0.354
2/12/15,-0.114,-0.114,-0.226,0.318
2/13/15,-0.12,-0.116,-0.223,0.341
2/16/15,-0.119,-0.116,-0.227,0.333
2/17/15,-0.116,-0.115,-0.216,0.37
2/18/15,-0.111,-0.113,-0.226,0.38
2/19/15,-0.111,-0.113,-0.217,0.379
2/20/15,-0.104,-0.107,-0.225,0.365
2/23/15,-0.099,-0.107,-0.22,0.364
2/24/15,-0.098,-0.106,-0.222,0.374
2/25/15,-0.099,-0.108,-0.234,0.324
2/26/15,-0.121,-0.125,-0.238,0.297
2/27/15,-0.122,-0.123,-0.229,0.327
3/2/15,-0.122,-0.127,-0.216,0.355
3/3/15,-0.122,-0.118,-0.213,0.361
3/4/15,-0.117,-0.12,-0.206,0.382
3/5/15,-0.126,-0.123,-0.205,0.347
3/6/15,-0.123,-0.124,-0.211,0.393
3/9/15,-0.126,-0.128,-0.222,0.311
3/10/15,-0.137,-0.142,-0.24,0.233
3/11/15,-0.149,-0.15,-0.241,0.208
3/12/15,-0.162,-0.165,-0.236,0.247
3/13/15,-0.164,-0.162,-0.234,0.256
3/16/15,-0.171,-0.166,-0.215,0.278
3/17/15,-0.166,-0.157,-0.209,0.281
3/18/15,-0.17,-0.16,-0.234,0.196
3/19/15,-0.218,-0.173,-0.237,0.186
3/20/15,-0.203,-0.187,-0.24,0.183
3/23/15,-0.178,-0.176,-0.228,0.223
3/24/15,-0.176,-0.172,-0.224,0.235
3/25/15,-0.149,-0.161,-0.237,0.219
3/26/15,-0.169,-0.163,-0.248,0.214
3/27/15,-0.166,-0.161,-0.249,0.206
3/30/15,-0.161,-0.153,-0.249,0.205
3/31/15,-0.156,-0.158,-0.255,0.18
4/1/15,-0.161,-0.166,-0.259,0.166
4/2/15,-0.165,-0.169,-0.257,0.193
4/3/15,-0.165,-0.169,-0.257,0.193
4/6/15,-0.165,-0.169,-0.257,0.193
4/7/15,-0.171,-0.171,-0.269,0.185
4/8/15,-0.178,-0.177,-0.286,0.162
4/9/15,-0.187,-0.188,-0.278,0.159
4/10/15,-0.189,-0.187,-0.281,0.154
4/13/15,-0.189,-0.192,-0.279,0.156
4/14/15,-0.188,-0.197,-0.281,0.137
4/15/15,-0.186,-0.194,-0.276,0.106
4/16/15,-0.188,-0.194,-0.277,0.084
4/17/15,-0.184,-0.194,-0.272,0.077
4/20/15,-0.184,-0.183,-0.269,0.074
4/21/15,-0.191,-0.188,-0.269,0.1
4/22/15,-0.186,-0.187,-0.263,0.164
4/23/15,-0.184,-0.183,-0.267,0.164
4/24/15,-0.182,-0.184,-0.264,0.154
4/27/15,-0.187,-0.18,-0.271,0.161
4/28/15,-0.19,-0.192,-0.274,0.162
4/29/15,-0.192,-0.187,-0.238,0.284
4/30/15,-0.184,-0.184,-0.224,0.364
5/1/15,-0.186,-0.188,-0.227,0.37
5/4/15,-0.182,-0.177,-0.219,0.452
5/5/15,-0.182,-0.179,-0.225,0.514
5/6/15,-0.182,-0.179,-0.222,0.585
5/7/15,-0.182,-0.179,-0.208,0.589
5/8/15,-0.187,-0.18,-0.208,0.546
5/11/15,-0.187,-0.177,-0.208,0.609
5/12/15,-0.171,-0.167,-0.201,0.674
5/13/15,-0.18,-0.172,-0.192,0.723
5/14/15,-0.178,-0.173,-0.187,0.701
5/15/15,-0.178,-0.174,-0.199,0.623
5/18/15,-0.18,-0.172,-0.198,0.648
5/19/15,-0.184,-0.181,-0.214,0.593
5/20/15,-0.184,-0.186,-0.216,0.631
5/21/15,-0.187,-0.187,-0.224,0.638
5/22/15,-0.196,-0.191,-0.219,0.602
5/25/15,-0.199,-0.192,-0.216,0.603
5/26/15,-0.199,-0.192,-0.229,0.545
5/27/15,-0.19,-0.193,-0.232,0.553
5/28/15,-0.192,-0.191,-0.229,0.529
5/29/15,-0.193,-0.19,-0.229,0.486
6/1/15,-0.191,-0.186,-0.219,0.54
6/2/15,-0.186,-0.185,-0.197,0.713
6/3/15,-0.186,-0.189,-0.187,0.881
6/4/15,-0.189,-0.182,-0.189,0.837
6/5/15,-0.187,-0.18,-0.182,0.843
6/8/15,-0.192,-0.18,-0.172,0.878
6/9/15,-0.192,-0.175,-0.16,0.949
6/10/15,-0.188,-0.179,-0.167,0.98
6/11/15,-0.182,-0.177,-0.172,0.883
6/12/15,-0.182,-0.181,-0.187,0.833
6/15/15,-0.18,-0.18,-0.187,0.823
6/16/15,-0.173,-0.173,-0.197,0.796
6/17/15,-0.178,-0.174,-0.198,0.807
6/18/15,-0.189,-0.173,-0.201,0.806
6/19/15,-0.191,-0.175,-0.206,0.75
6/22/15,-0.192,-0.165,-0.192,0.883
6/23/15,-0.186,-0.168,-0.192,0.871
6/24/15,-0.196,-0.17,-0.2,0.843
6/25/15,-0.197,-0.175,-0.204,0.861
6/26/15,-0.193,-0.177,-0.193,0.921
6/29/15,-0.191,-0.176,-0.216,0.794
6/30/15,-0.18,-0.18,-0.229,0.763
7/1/15,-0.189,-0.184,-0.242,0.812
7/2/15,-0.187,-0.185,-0.252,0.844
7/3/15,-0.189,-0.182,-0.256,0.789
7/6/15,-0.196,-0.18,-0.252,0.763
7/7/15,-0.192,-0.18,-0.265,0.642
7/8/15,-0.19,-0.18,-0.265,0.67
7/9/15,-0.192,-0.191,-0.259,0.718
7/10/15,-0.195,-0.191,-0.212,0.896
7/13/15,-0.195,-0.197,-0.227,0.854
7/14/15,-0.197,-0.189,-0.23,0.835
7/15/15,-0.213,-0.193,-0.234,0.827
7/16/15,-0.216,-0.202,-0.222,0.832
7/17/15,-0.214,-0.2,-0.222,0.787
7/20/15,-0.22,-0.202,-0.22,0.761
7/21/15,-0.206,-0.201,-0.223,0.78
7/22/15,-0.202,-0.205,-0.23,0.746
7/23/15,-0.199,-0.204,-0.23,0.741
7/24/15,-0.201,-0.203,-0.227,0.69
7/27/15,-0.191,-0.195,-0.226,0.69
7/28/15,-0.197,-0.193,-0.236,0.689
7/29/15,-0.202,-0.195,-0.244,0.716
7/30/15,-0.196,-0.204,-0.241,0.649
7/31/15,-0.208,-0.2,-0.235,0.643
8/3/15,-0.206,-0.197,-0.243,0.628
8/4/15,-0.204,-0.199,-0.252,0.638
8/5/15,-0.206,-0.199,-0.248,0.753
8/6/15,-0.201,-0.201,-0.244,0.708
8/7/15,-0.205,-0.203,-0.263,0.661
8/10/15,-0.195,-0.202,-0.27,0.697
8/11/15,-0.199,-0.198,-0.277,0.631
8/12/15,-0.202,-0.199,-0.286,0.603
8/13/15,-0.205,-0.199,-0.28,0.629
8/14/15,-0.208,-0.203,-0.272,0.659
8/17/15,-0.206,-0.2,-0.259,0.626
8/18/15,-0.202,-0.201,-0.257,0.641
8/19/15,-0.208,-0.201,-0.26,0.618
8/20/15,-0.215,-0.203,-0.259,0.581
8/21/15,-0.22,-0.203,-0.258,0.563
8/24/15,-0.21,-0.206,-0.256,0.591
8/25/15,-0.204,-0.207,-0.242,0.729
8/26/15,-0.206,-0.224,-0.232,0.703
8/27/15,-0.203,-0.219,-0.226,0.741
8/28/15,-0.203,-0.218,-0.212,0.741
8/31/15,-0.208,-0.204,-0.207,0.797
9/1/15,-0.204,-0.201,-0.217,0.796
9/2/15,-0.206,-0.197,-0.211,0.781
9/3/15,-0.203,-0.204,-0.243,0.723
9/4/15,-0.201,-0.197,-0.239,0.666
9/7/15,-0.199,-0.193,-0.229,0.674
9/8/15,-0.199,-0.193,-0.225,0.675
9/9/15,-0.202,-0.19,-0.229,0.697
9/10/15,-0.196,-0.189,-0.228,0.694
9/11/15,-0.194,-0.195,-0.234,0.652
9/14/15,-0.196,-0.195,-0.239,0.654
9/15/15,-0.196,-0.195,-0.232,0.742
9/16/15,-0.194,-0.189,-0.223,0.773
9/17/15,-0.192,-0.193,-0.207,0.779
9/18/15,-0.193,-0.196,-0.238,0.662
9/21/15,-0.193,-0.187,-0.237,0.683
9/22/15,-0.199,-0.195,-0.265,0.589
9/23/15,-0.202,-0.197,-0.258,0.596
9/24/15,-0.21,-0.204,-0.25,0.602
9/25/15,-0.221,-0.205,-0.246,0.647
9/28/15,-0.22,-0.198,-0.259,0.585
9/29/15,-0.196,-0.198,-0.255,0.582
9/30/15,-0.198,-0.202,-0.255,0.586
10/1/15,-0.203,-0.212,-0.271,0.535
10/2/15,-0.203,-0.217,-0.269,0.509
10/5/15,-0.195,-0.218,-0.262,0.565
10/6/15,-0.202,-0.206,-0.251,0.595
10/7/15,-0.197,-0.205,-0.252,0.592
10/8/15,-0.196,-0.207,-0.251,0.585
10/9/15,-0.196,-0.207,-0.251,0.615
#########,-0.194,-0.201,-0.259,0.577
#########,-0.196,-0.196,-0.255,0.586
#########,-0.2,-0.198,-0.263,0.54
#########,-0.203,-0.204,-0.264,0.549
#########,-0.203,-0.205,-0.272,0.547
#########,-0.199,-0.203,-0.27,0.564
#########,-0.197,-0.2,-0.245,0.625
#########,-0.204,-0.202,-0.259,0.567
#########,-0.223,-0.232,-0.32,0.495
#########,-0.251,-0.254,-0.322,0.511
#########,-0.257,-0.245,-0.328,0.499
#########,-0.26,-0.252,-0.341,0.442
#########,-0.267,-0.259,-0.347,0.438
#########,-0.268,-0.258,-0.328,0.53
#########,-0.267,-0.264,-0.317,0.517
11/2/15,-0.257,-0.26,-0.307,0.557
11/3/15,-0.26,-0.255,-0.324,0.573
11/4/15,-0.257,-0.259,-0.321,0.598
11/5/15,-0.255,-0.266,-0.32,0.606
11/6/15,-0.251,-0.252,-0.294,0.692
11/9/15,-0.259,-0.258,-0.332,0.661
#########,-0.26,-0.261,-0.355,0.62
#########,-0.259,-0.266,-0.362,0.61
#########,-0.276,-0.271,-0.357,0.607
#########,-0.279,-0.275,-0.373,0.558
#########,-0.278,-0.279,-0.369,0.529
#########,-0.286,-0.286,-0.382,0.523
#########,-0.294,-0.299,-0.377,0.505
#########,-0.321,-0.309,-0.384,0.478
#########,-0.325,-0.312,-0.393,0.479
#########,-0.329,-0.321,-0.395,0.529
#########,-0.32,-0.314,-0.383,0.516
#########,-0.331,-0.341,-0.422,0.47
#########,-0.335,-0.34,-0.421,0.469
#########,-0.343,-0.355,-0.419,0.459
#########,-0.343,-0.37,-0.419,0.472
12/1/15,-0.347,-0.357,-0.442,0.467
12/2/15,-0.388,-0.367,-0.445,0.469
12/3/15,-0.33,-0.305,-0.313,0.665
12/4/15,-0.309,-0.289,-0.307,0.677
12/7/15,-0.287,-0.284,-0.324,0.581
12/8/15,-0.289,-0.286,-0.316,0.57
12/9/15,-0.299,-0.298,-0.323,0.599
#########,-0.314,-0.306,-0.337,0.567
#########,-0.317,-0.31,-0.353,0.539
#########,-0.332,-0.322,-0.341,0.573
#########,-0.334,-0.326,-0.342,0.64
#########,-0.336,-0.335,-0.331,0.677
#########,-0.36,-0.358,-0.349,0.598
#########,-0.367,-0.376,-0.358,0.547
#########,-0.381,-0.376,-0.366,0.549
#########,-0.4,-0.383,-0.349,0.601
#########,-0.405,-0.385,-0.342,0.626
#########,-0.395,-0.385,-0.337,0.635
#########,-0.395,-0.385,-0.337,0.635
#########,-0.421,-0.389,-0.342,0.562
#########,-0.448,-0.396,-0.337,0.628
#########,-0.448,-0.41,-0.349,0.628
#########,-0.448,-0.41,-0.349,0.628
1/1/16,-0.448,-0.41,-0.349,0.628
1/4/16,-0.451,-0.425,-0.355,0.565
1/5/16,-0.426,-0.397,-0.379,0.539
1/6/16,-0.418,-0.401,-0.388,0.502
1/7/16,-0.412,-0.393,-0.386,0.538
1/8/16,-0.4,-0.391,-0.398,0.513
1/11/16,-0.396,-0.391,-0.387,0.54
1/12/16,-0.39,-0.391,-0.388,0.532
1/13/16,-0.386,-0.384,-0.387,0.566
1/14/16,-0.389,-0.38,-0.386,0.573
1/15/16,-0.385,-0.379,-0.397,0.539
1/18/16,-0.383,-0.371,-0.4,0.536
1/19/16,-0.36,-0.361,-0.399,0.548
1/20/16,-0.36,-0.365,-0.417,0.481
1/21/16,-0.362,-0.379,-0.45,0.449
1/22/16,-0.364,-0.377,-0.449,0.483
1/25/16,-0.355,-0.368,-0.451,0.471
1/26/16,-0.347,-0.358,-0.46,0.445
1/27/16,-0.351,-0.359,-0.446,0.443
1/28/16,-0.36,-0.364,-0.452,0.403
1/29/16,-0.374,-0.376,-0.49,0.324
2/1/16,-0.371,-0.363,-0.47,0.35
2/2/16,-0.354,-0.365,-0.48,0.306
2/3/16,-0.36,-0.371,-0.504,0.274
2/4/16,-0.353,-0.374,-0.49,0.302
2/5/16,-0.36,-0.375,-0.496,0.295
2/8/16,-0.351,-0.373,-0.514,0.217
2/9/16,-0.353,-0.375,-0.523,0.233
2/10/16,-0.351,-0.373,-0.517,0.241
2/11/16,-0.385,-0.383,-0.545,0.186
2/12/16,-0.38,-0.377,-0.511,0.26
2/15/16,-0.383,-0.38,-0.523,0.237
2/16/16,-0.371,-0.378,-0.519,0.265
2/17/16,-0.374,-0.376,-0.513,0.268
2/18/16,-0.384,-0.383,-0.522,0.217
2/19/16,-0.387,-0.392,-0.534,0.201
2/22/16,-0.379,-0.387,-0.536,0.175
2/23/16,-0.385,-0.391,-0.532,0.183
2/24/16,-0.394,-0.399,-0.523,0.153
2/25/16,-0.409,-0.433,-0.539,0.137
2/26/16,-0.414,-0.435,-0.549,0.146
2/29/16,-0.42,-0.433,-0.574,0.106
3/1/16,-0.426,-0.431,-0.565,0.145
3/2/16,-0.426,-0.433,-0.554,0.206
3/3/16,-0.431,-0.437,-0.585,0.169
3/4/16,-0.425,-0.433,-0.542,0.237
3/7/16,-0.426,-0.43,-0.553,0.224
3/8/16,-0.427,-0.432,-0.568,0.181
3/9/16,-0.428,-0.426,-0.542,0.24
3/10/16,-0.432,-0.405,-0.456,0.305
3/11/16,-0.426,-0.409,-0.467,0.27
3/14/16,-0.434,-0.416,-0.463,0.279
3/15/16,-0.418,-0.418,-0.454,0.315
3/16/16,-0.424,-0.422,-0.456,0.31
3/17/16,-0.427,-0.437,-0.471,0.229
3/18/16,-0.432,-0.444,-0.478,0.211
3/21/16,-0.428,-0.442,-0.481,0.23
3/22/16,-0.425,-0.43,-0.483,0.21
3/23/16,-0.424,-0.43,-0.49,0.193
3/24/16,-0.423,-0.431,-0.486,0.179
3/25/16,-0.423,-0.431,-0.486,0.179
3/28/16,-0.423,-0.431,-0.486,0.179
3/29/16,-0.424,-0.417,-0.5,0.137
3/30/16,-0.424,-0.423,-0.492,0.156
3/31/16,-0.424,-0.428,-0.489,0.152
4/1/16,-0.423,-0.429,-0.484,0.133
4/4/16,-0.424,-0.433,-0.478,0.13
4/5/16,-0.422,-0.433,-0.489,0.098
4/6/16,-0.432,-0.43,-0.491,0.118
4/7/16,-0.432,-0.435,-0.511,0.089
4/8/16,-0.433,-0.433,-0.518,0.095
4/11/16,-0.434,-0.435,-0.524,0.11
4/12/16,-0.436,-0.437,-0.517,0.164
4/13/16,-0.448,-0.449,-0.52,0.127
4/14/16,-0.493,-0.491,-0.507,0.166
4/15/16,-0.499,-0.5,-0.513,0.127
4/18/16,-0.492,-0.498,-0.506,0.16
4/19/16,-0.494,-0.492,-0.506,0.168
4/20/16,-0.493,-0.491,-0.507,0.153
4/21/16,-0.489,-0.488,-0.488,0.238
4/22/16,-0.486,-0.486,-0.504,0.23
4/25/16,-0.488,-0.479,-0.502,0.263
4/26/16,-0.473,-0.48,-0.493,0.299
4/27/16,-0.481,-0.48,-0.495,0.286
4/28/16,-0.493,-0.482,-0.499,0.256
4/29/16,-0.482,-0.482,-0.485,0.271
5/2/16,-0.475,-0.472,-0.478,0.266
5/3/16,-0.479,-0.477,-0.498,0.2
5/4/16,-0.487,-0.486,-0.498,0.203
5/5/16,-0.487,-0.486,-0.512,0.161
5/6/16,-0.484,-0.484,-0.517,0.143
5/9/16,-0.49,-0.484,-0.517,0.125
5/10/16,-0.503,-0.492,-0.51,0.123
5/11/16,-0.505,-0.492,-0.516,0.125
5/12/16,-0.531,-0.491,-0.515,0.154
5/13/16,-0.533,-0.495,-0.515,0.123
5/16/16,-0.529,-0.498,-0.516,0.142
5/17/16,-0.522,-0.501,-0.512,0.132
5/18/16,-0.522,-0.5,-0.51,0.167
5/19/16,-0.523,-0.499,-0.507,0.169
5/20/16,-0.519,-0.496,-0.508,0.164
5/23/16,-0.518,-0.498,-0.51,0.176
5/24/16,-0.499,-0.499,-0.509,0.176
5/25/16,-0.495,-0.497,-0.515,0.151
5/26/16,-0.5,-0.497,-0.522,0.145
5/27/16,-0.497,-0.493,-0.525,0.137
5/30/16,-0.492,-0.479,-0.518,0.166
5/31/16,-0.494,-0.487,-0.517,0.138
6/1/16,-0.489,-0.489,-0.517,0.135
6/2/16,-0.496,-0.488,-0.522,0.113
6/3/16,-0.491,-0.488,-0.537,0.067
6/6/16,-0.49,-0.491,-0.545,0.085
6/7/16,-0.491,-0.49,-0.541,0.049
6/8/16,-0.497,-0.492,-0.542,0.054
6/9/16,-0.498,-0.496,-0.549,0.032
6/10/16,-0.497,-0.493,-0.547,0.02
6/13/16,-0.488,-0.494,-0.553,0.023
6/14/16,-0.485,-0.488,-0.584,-0.004
6/15/16,-0.487,-0.506,-0.596,-0.011
6/16/16,-0.501,-0.51,-0.605,-0.025
6/17/16,-0.507,-0.51,-0.609,0.018
6/20/16,-0.516,-0.507,-0.589,0.05
6/21/16,-0.433,-0.511,-0.585,0.049
6/22/16,-0.523,-0.52,-0.585,0.061
6/23/16,-0.518,-0.528,-0.568,0.093
6/24/16,-0.539,-0.547,-0.649,-0.049
6/27/16,-0.535,-0.542,-0.654,-0.117
6/28/16,-0.557,-0.547,-0.661,-0.113
6/29/16,-0.561,-0.551,-0.654,-0.127
6/30/16,-0.573,-0.558,-0.663,-0.131
7/1/16,-0.59,-0.576,-0.653,-0.127
7/4/16,-0.584,-0.572,-0.673,-0.142
7/5/16,-0.573,-0.575,-0.684,-0.186
7/6/16,-0.572,-0.575,-0.681,-0.177
7/7/16,-0.579,-0.592,-0.685,-0.171
7/8/16,-0.579,-0.59,-0.696,-0.189
7/11/16,-0.576,-0.593,-0.7,-0.168
7/12/16,-0.578,-0.568,-0.67,-0.091
7/13/16,-0.59,-0.571,-0.676,-0.075
7/14/16,-0.594,-0.567,-0.664,-0.041
7/15/16,-0.595,-0.57,-0.653,0.005
7/18/16,-0.584,-0.561,-0.652,-0.017
7/19/16,-0.412,-0.563,-0.646,-0.031
7/20/16,-0.572,-0.558,-0.631,-0.012
7/21/16,-0.573,-0.553,-0.624,-0.018
7/22/16,-0.569,-0.558,-0.618,-0.031
7/25/16,-0.565,-0.555,-0.616,-0.043
7/26/16,-0.561,-0.557,-0.613,-0.029
7/27/16,-0.563,-0.557,-0.625,-0.081
7/28/16,-0.562,-0.557,-0.621,-0.091
7/29/16,-0.581,-0.558,-0.632,-0.121
8/1/16,-0.581,-0.556,-0.623,-0.1
8/2/16,-0.567,-0.556,-0.606,-0.038
8/3/16,-0.567,-0.558,-0.598,-0.039
8/4/16,-0.581,-0.583,-0.615,-0.097
8/5/16,-0.585,-0.582,-0.619,-0.068
8/8/16,-0.584,-0.586,-0.626,-0.067
8/9/16,-0.588,-0.586,-0.627,-0.078
8/10/16,-0.593,-0.591,-0.64,-0.11
8/11/16,-0.6,-0.596,-0.631,-0.094
8/12/16,-0.603,-0.598,-0.629,-0.11
8/15/16,-0.599,-0.614,-0.615,-0.076
8/16/16,-0.621,-0.594,-0.614,-0.031
8/17/16,-0.582,-0.595,-0.619,-0.051
8/18/16,-0.587,-0.598,-0.624,-0.083
8/19/16,-0.586,-0.592,-0.615,-0.034
8/22/16,-0.584,-0.591,-0.629,-0.091
8/23/16,-0.583,-0.59,-0.635,-0.097
8/24/16,-0.59,-0.594,-0.63,-0.091
8/25/16,-0.592,-0.592,-0.619,-0.072
8/26/16,-0.592,-0.592,-0.62,-0.073
8/29/16,-0.591,-0.586,-0.629,-0.085
8/30/16,-0.575,-0.585,-0.624,-0.093
8/31/16,-0.576,-0.588,-0.625,-0.066
9/1/16,-0.577,-0.611,-0.63,-0.068
9/2/16,-0.579,-0.612,-0.638,-0.045
9/5/16,-0.573,-0.621,-0.647,-0.049
9/6/16,-0.574,-0.588,-0.679,-0.112
9/7/16,-0.572,-0.595,-0.676,-0.118
9/8/16,-0.573,-0.58,-0.651,-0.063
9/9/16,-0.574,-0.577,-0.64,0.009
9/12/16,-0.563,-0.569,-0.635,0.037
9/13/16,-0.547,-0.568,-0.628,0.069
9/14/16,-0.559,-0.58,-0.654,0.02
9/15/16,-0.575,-0.583,-0.652,0.03
9/16/16,-0.577,-0.586,-0.66,0.006
9/19/16,-0.586,-0.586,-0.657,0.015
9/20/16,-0.591,-0.588,-0.668,-0.019
9/21/16,-0.607,-0.599,-0.663,0.001
9/22/16,-0.667,-0.62,-0.676,-0.098
9/23/16,-0.751,-0.624,-0.677,-0.083
9/26/16,-0.747,-0.623,-0.688,-0.118
9/27/16,-0.65,-0.63,-0.708,-0.141
9/28/16,-0.661,-0.666,-0.702,-0.147
9/29/16,-0.675,-0.684,-0.696,-0.119
9/30/16,-0.69,-0.694,-0.693,-0.122
10/3/16,-0.677,-0.691,-0.694,-0.094
10/4/16,-0.68,-0.664,-0.689,-0.056
10/5/16,-0.678,-0.667,-0.678,-0.006
10/6/16,-0.678,-0.667,-0.677,-0.02
10/7/16,-0.671,-0.676,-0.671,0.018
#########,-0.673,-0.668,-0.669,0.054
#########,-0.689,-0.667,-0.674,0.024
#########,-0.688,-0.675,-0.66,0.065
#########,-0.683,-0.675,-0.665,0.037
#########,-0.67,-0.666,-0.666,0.056
#########,-0.676,-0.661,-0.663,0.053
#########,-0.689,-0.66,-0.674,0.034
#########,-0.693,-0.664,-0.671,0.028
#########,-0.687,-0.661,-0.672,0.002
#########,-0.694,-0.661,-0.667,0.005
#########,-0.693,-0.659,-0.659,0.022
#########,-0.692,-0.668,-0.654,0.029
#########,-0.699,-0.679,-0.644,0.084
#########,-0.731,-0.686,-0.629,0.169
#########,-0.723,-0.699,-0.624,0.166
#########,-0.74,-0.703,-0.626,0.161
11/1/16,-0.734,-0.684,-0.627,0.177
11/2/16,-0.734,-0.684,-0.64,0.129
11/3/16,-0.742,-0.691,-0.639,0.157
11/4/16,-0.742,-0.698,-0.645,0.133
11/7/16,-0.742,-0.711,-0.639,0.152
11/8/16,-0.749,-0.711,-0.638,0.186
11/9/16,-0.749,-0.717,-0.634,0.202
#########,-0.75,-0.709,-0.625,0.272
#########,-0.738,-0.711,-0.61,0.307
#########,-0.682,-0.667,-0.62,0.317
#########,-0.673,-0.668,-0.632,0.306
#########,-0.675,-0.671,-0.64,0.296
#########,-0.68,-0.666,-0.643,0.277
#########,-0.687,-0.667,-0.674,0.27
#########,-0.693,-0.65,-0.688,0.272
#########,-0.677,-0.655,-0.744,0.218
#########,-0.692,-0.693,-0.713,0.261
#########,-0.731,-0.697,-0.742,0.257
#########,-0.788,-0.719,-0.757,0.238
#########,-0.736,-0.727,-0.765,0.203
#########,-0.743,-0.717,-0.758,0.219
#########,-0.791,-0.733,-0.735,0.273
12/1/16,-0.782,-0.741,-0.741,0.366
12/2/16,-0.781,-0.722,-0.746,0.279
12/5/16,-0.786,-0.728,-0.718,0.33
12/6/16,-0.753,-0.727,-0.702,0.37
12/7/16,-0.759,-0.754,-0.685,0.343
12/8/16,-0.788,-0.764,-0.749,0.38
12/9/16,-0.744,-0.737,-0.771,0.362
#########,-0.759,-0.712,-0.754,0.396
#########,-0.769,-0.72,-0.757,0.356
#########,-0.787,-0.731,-0.781,0.298
#########,-0.864,-0.763,-0.789,0.362
#########,-0.926,-0.864,-0.805,0.312
#########,-0.975,-0.883,-0.812,0.244
#########,-0.976,-0.88,-0.795,0.265
#########,-0.953,-0.875,-0.801,0.243
#########,-0.972,-0.884,-0.805,0.257
#########,-0.991,-0.885,-0.808,0.218
#########,-0.991,-0.885,-0.808,0.218
#########,-0.997,-0.892,-0.837,0.203
#########,-1.041,-0.919,-0.829,0.191
#########,-0.91,-1.008,-0.802,0.171
#########,-0.904,-0.861,-0.8,0.204
1/2/17,-0.867,-0.765,-0.794,0.185
1/3/17,-0.689,-0.676,-0.786,0.261
1/4/17,-0.703,-0.692,-0.788,0.273
1/5/17,-0.687,-0.665,-0.741,0.24
1/6/17,-0.645,-0.625,-0.735,0.296
1/9/17,-0.644,-0.626,-0.744,0.275
1/10/17,-0.66,-0.641,-0.734,0.283
1/11/17,-0.69,-0.647,-0.724,0.324
1/12/17,-0.676,-0.642,-0.725,0.312
1/13/17,-0.645,-0.603,-0.724,0.336
1/16/17,-0.602,-0.557,-0.747,0.321
1/17/17,-0.581,-0.567,-0.742,0.32
1/18/17,-0.605,-0.584,-0.725,0.353
1/19/17,-0.607,-0.581,-0.71,0.378
1/20/17,-0.554,-0.557,-0.68,0.42
1/23/17,-0.569,-0.572,-0.694,0.361
1/24/17,-0.569,-0.562,-0.68,0.406
1/25/17,-0.572,-0.559,-0.663,0.463
1/26/17,-0.56,-0.543,-0.658,0.482
1/27/17,-0.578,-0.541,-0.674,0.46
1/30/17,-0.572,-0.571,-0.686,0.447
1/31/17,-0.581,-0.586,-0.71,0.434
2/1/17,-0.627,-0.624,-0.723,0.466
2/2/17,-0.62,-0.624,-0.746,0.424
2/3/17,-0.598,-0.611,-0.749,0.41
2/6/17,-0.681,-0.684,-0.78,0.368
2/7/17,-0.68,-0.688,-0.788,0.348
2/8/17,-0.682,-0.697,-0.799,0.294
2/9/17,-0.663,-0.678,-0.784,0.31
2/10/17,-0.657,-0.679,-0.8,0.318
2/13/17,-0.657,-0.698,-0.801,0.33
